iter	Passed	Remaining
162	2913	175854
163	2930	175753
164	2947	175685
165	2964	175593
166	2980	175492
167	2997	175397
168	3013	175302
169	3030	175222
170	3046	175122
171	3063	175038
172	3080	174964
173	3097	174902
174	3114	174833
175	3131	174768
176	3148	174720
177	3165	174667
178	3182	174615
179	3199	174556
180	3216	174472
181	3233	174406
182	3250	174356
183	3267	174298
184	3283	174222
185	3300	174157
186	3317	174074
187	3334	174013
188	3351	173964
189	3368	173903
190	3385	173843
191	3401	173784
192	3418	173706
193	3435	173664
194	3452	173583
195	3469	173529
196	3485	173449
197	3502	173390
198	3518	173311
199	3535	173261
200	3553	173235
201	3570	173188
202	3587	173135
203	3604	173080
204	3621	173037
205	3638	172978
206	3655	172928
207	3671	172859
208	3688	172783
209	3704	172706
210	3721	172638
211	3738	172593
212	3755	172569
213	3774	172583
214	3792	172612
215	3810	172601
216	3827	172562
217	3844	172508
218	3862	172487
219	3879	172446
220	3896	172397
221	3912	172330
222	3929	172269
223	3946	172236
224	3963	172207
225	3981	172195
226	4000	172212
227	4017	172170
228	4034	172130
229	4051	172085
230	4067	172007
231	4084	171962
232	4101	171920
233	4117	171861
234	4134	171801
235	4150	171734
236	4167	171683
237	4185	171677
238	4203	171669
239	4220	171650
240	4238	171647
241	4255	171601
242	4273	171591
243	4291	171609
244	4310	171638
245	4328	171645
246	4345	171602
247	4362	171556
248	4379	171515
249	4396	171458
250	4413	171409
251	4429	171356
252	4446	171313
253	4464	171288
254	4480	171229
255	4497	171177
256	4514	171133
257	4530	171088
258	4547	171023
259	4563	170965
260	4580	170925
261	4597	170873
262	4613	170819
263	4630	170766
264	4647	170724
265	4663	170659
266	4680	170627
267	4697	170589
268	4714	170536
269	4731	170497
270	4748	170461
271	4764	170415
272	4781	170377
273	4798	170324
274	4815	170277
275	4831	170222
276	4848	170180
277	4864	170130
278	4881	170099
279	4898	170054
280	4914	169989
281	4931	169947
282	4948	169895
283	4964	169851
284	4981	169804
285	4998	169761
286	5014	169720
287	5031	169676
288	5047	169611
289	5063	169556
290	5080	169495
291	5097	169473
292	5114	169449
293	5131	169395
294	5149	169396
295	5167	169407
296	5184	169372
297	5201	169338
298	5218	169312
299	5234	169254
300	5251	169218
301	5268	169185
302	5285	169148
303	5301	169099
304	5318	169067
305	5336	169072
306	5354	169056
307	5371	169041
308	5388	168999
309	5407	169040
310	5427	169079
311	5447	169152
312	5466	169171
313	5484	169173
314	5501	169136
315	5518	169130
316	5539	169198
317	5556	169189
318	5573	169154
319	5590	169099
320	5607	169087
321	5625	169078
322	5641	169032
323	5659	169013
324	5677	169011
325	5694	168985
326	5711	168958
327	5729	168942
328	5747	168951
329	5766	168971
330	5784	168977
331	5803	168989
332	5821	169010
333	5839	169001
334	5858	169015
335	5876	169029
336	5894	169027
337	5912	169020
338	5930	169014
339	5948	168997
340	5966	168994
341	5982	168954
342	6000	168942
343	6017	168921
344	6034	168890
345	6052	168885
346	6070	168859
347	6087	168850
348	6104	168822
349	6122	168799
350	6139	168777
351	6156	168752
352	6174	168733
353	6190	168695
354	6207	168663
355	6224	168633
356	6242	168629
357	6260	168604
358	6276	168557
359	6293	168518
360	6310	168499
361	6327	168474
362	6345	168471
363	6362	168441
364	6380	168415
365	6397	168403
366	6414	168380
367	6431	168341
368	6448	168318
369	6465	168270
370	6482	168243
371	6499	168216
372	6516	168199
373	6533	168159
374	6550	168131
375	6567	168107
376	6585	168085
377	6601	168037
378	6617	167993
379	6634	167957
380	6651	167922
381	6668	167894
382	6685	167880
383	6702	167844
384	6718	167799
385	6735	167769
386	6753	167755
387	6770	167738
388	6787	167692
389	6803	167645
390	6820	167622
391	6837	167588
392	6855	167573
393	6871	167535
394	6889	167516
395	6906	167497
396	6922	167455
397	6939	167418
398	6956	167393
399	6973	167360
400	6990	167332
401	7008	167335
402	7025	167311
403	7044	167321
404	7061	167295
405	7078	167264
406	7094	167221
407	7110	167174
408	7127	167139
409	7143	167091
410	7159	167046
411	7175	166996
412	7193	166974
413	7210	166964
414	7226	166916
415	7243	166876
416	7259	166832
417	7275	166787
418	7292	166761
419	7310	166754
420	7328	166756
421	7347	166758
422	7365	166762
423	7383	166757
424	7401	166757
425	7420	166763
426	7438	166763
427	7456	166765
428	7474	166755
429	7491	166740
430	7510	166736
431	7528	166747
432	7546	166744
433	7564	166738
434	7583	166738
435	7601	166736
436	7619	166741
437	7638	166748
438	7656	166743
439	7674	166755
440	7693	166758
441	7711	166767
442	7730	166776
443	7748	166769
444	7767	166772
445	7785	166776
446	7803	166775
447	7821	166772
448	7840	166777
449	7858	166776
450	7877	166781
451	7895	166788
452	7914	166791
453	7932	166789
454	7951	166796
455	7969	166791
456	7987	166785
457	8005	166786
458	8023	166787
459	8042	166784
460	8059	166774
461	8078	166775
462	8096	166768
463	8114	166767
464	8132	166763
465	8150	166758
466	8168	166755
467	8186	166735
468	8203	166706
469	8220	166677
470	8236	166646
471	8254	166626
472	8271	166597
473	8288	166568
474	8304	166523
475	8321	166494
476	8337	166458
477	8354	166418
478	8370	166377
479	8386	166338
480	8403	166304
481	8420	166270
482	8436	166227
483	8452	166194
484	8469	166154
485	8485	166110
486	8501	166073
487	8518	166034
488	8534	165999
489	8550	165955
490	8567	165920
491	8584	165895
492	8600	165853
493	8616	165812
494	8633	165787
495	8650	165758
496	8667	165728
497	8684	165698
498	8700	165653
499	8717	165623
500	8732	165576
501	8748	165530
502	8765	165508
503	8784	165502
504	8802	165499
505	8820	165495
506	8838	165492
507	8857	165493
508	8875	165489
509	8893	165488
510	8912	165493
511	8930	165494
512	8950	165527
513	8969	165526
514	8987	165530
515	9005	165522
516	9022	165492
517	9038	165458
518	9055	165430
519	9072	165396
520	9089	165367
521	9105	165328
522	9121	165290
523	9138	165261
524	9154	165222
525	9171	165189
526	9188	165160
527	9204	165132
528	9221	165098
529	9238	165071
530	9255	165043
531	9270	164993
532	9287	164968
533	9304	164938
534	9321	164908
535	9337	164865
536	9355	164856
537	9371	164823
538	9388	164789
539	9404	164759
540	9421	164730
541	9438	164696
542	9454	164662
543	9471	164631
544	9487	164595
545	9504	164569
546	9521	164544
547	9537	164512
548	9554	164481
549	9570	164443
550	9587	164414
551	9604	164391
552	9621	164360
553	9637	164331
554	9654	164297
555	9670	164262
556	9687	164234
557	9703	164200
558	9720	164172
559	9737	164142
560	9754	164116
561	9770	164078
562	9786	164045
563	9803	164009
564	9818	163967
565	9835	163938
566	9852	163906
567	9869	163881
568	9886	163858
569	9902	163828
570	9919	163801
571	9935	163767
572	9952	163735
573	9968	163705
574	9985	163672
575	10001	163638
576	10018	163609
577	10034	163574
578	10051	163545
579	10067	163510
580	10084	163487
581	10101	163462
582	10118	163439
583	10135	163421
584	10152	163398
585	10169	163366
586	10185	163334
587	10202	163304
588	10219	163280
589	10236	163256
590	10252	163221
591	10268	163188
592	10284	163152
593	10301	163122
594	10318	163103
595	10335	163073
596	10351	163043
597	10367	163007
598	10383	162968
599	10399	162932
600	10416	162900
601	10432	162867
602	10448	162833
603	10464	162794
604	10481	162767
605	10498	162740
606	10514	162711
607	10531	162680
608	10547	162647
609	10563	162615
610	10580	162580
611	10597	162557
612	10613	162529
613	10631	162513
614	10648	162493
615	10664	162459
616	10681	162432
617	10697	162397
618	10714	162373
619	10730	162341
620	10747	162313
621	10763	162282
622	10780	162254
623	10796	162229
624	10813	162207
625	10830	162180
626	10846	162150
627	10863	162118
628	10879	162090
629	10896	162059
630	10912	162028
631	10929	162002
632	10945	161972
633	10962	161944
634	10978	161917
635	10995	161897
636	11012	161867
637	11029	161842
638	11046	161818
639	11062	161791
640	11079	161769
641	11095	161736
642	11112	161706
643	11128	161677
644	11145	161645
645	11161	161616
646	11177	161587
647	11194	161566
648	11211	161532
649	11227	161507
650	11244	161483
651	11260	161452
652	11277	161426
653	11293	161396
654	11311	161377
655	11327	161348
656	11343	161319
657	11360	161293
658	11377	161264
659	11393	161239
660	11410	161208
661	11426	161182
662	11443	161155
663	11459	161123
664	11475	161094
665	11492	161062
666	11508	161033
667	11524	161003
668	11541	160977
669	11558	160949
670	11574	160923
671	11591	160896
672	11607	160867
673	11623	160832
674	11640	160811
675	11656	160779
676	11673	160753
677	11689	160723
678	11706	160695
679	11722	160667
680	11739	160644
681	11755	160618
682	11772	160589
683	11788	160563
684	11805	160537
685	11822	160514
686	11838	160488
687	11855	160456
688	11872	160438
689	11888	160410
690	11905	160389
691	11922	160364
692	11938	160338
693	11955	160311
694	11971	160279
695	11988	160253
696	12004	160224
697	12020	160198
698	12037	160173
699	12054	160148
700	12070	160121
701	12087	160092
702	12103	160068
703	12120	160039
704	12137	160019
705	12153	159997
706	12170	159972
707	12186	159942
708	12202	159911
709	12219	159889
710	12236	159864
711	12252	159834
712	12269	159808
713	12286	159794
714	12303	159771
715	12319	159739
716	12335	159711
717	12352	159688
718	12369	159662
719	12385	159629
720	12401	159597
721	12417	159565
722	12433	159533
723	12449	159500
724	12465	159467
725	12480	159432
726	12497	159405
727	12512	159367
728	12528	159331
729	12544	159298
730	12560	159266
731	12576	159236
732	12593	159208
733	12609	159184
734	12625	159154
735	12642	159124
736	12657	159090
737	12673	159059
738	12689	159025
739	12707	159014
740	12725	159009
741	12743	159003
742	12761	158992
743	12779	158984
744	12797	158976
745	12815	158968
746	12833	158967
747	12851	158958
748	12869	158955
749	12887	158949
750	12906	158951
751	12924	158940
752	12941	158927
753	12958	158908
754	12975	158891
755	12992	158864
756	13008	158837
757	13024	158803
758	13040	158775
759	13056	158739
760	13073	158715
761	13088	158680
762	13105	158657
763	13121	158626
764	13137	158599
765	13155	158582
766	13172	158565
767	13188	158540
768	13206	158527
769	13222	158502
770	13238	158472
771	13254	158439
772	13271	158412
773	13287	158382
774	13304	158362
775	13320	158339
776	13337	158315
777	13353	158288
778	13369	158260
779	13385	158227
780	13401	158195
781	13417	158167
782	13434	158137
783	13450	158109
784	13466	158086
785	13483	158064
786	13499	158035
787	13515	158000
788	13531	157975
789	13548	157949
790	13564	157923
791	13580	157895
792	13597	157866
793	13612	157834
794	13629	157805
795	13644	157770
796	13660	157743
797	13677	157715
798	13693	157684
799	13709	157663
800	13725	157634
801	13742	157614
802	13760	157599
803	13776	157569
804	13791	157534
805	13807	157506
806	13823	157476
807	13839	157444
808	13855	157413
809	13872	157387
810	13888	157361
811	13904	157331
812	13920	157301
813	13938	157291
814	13955	157280
815	13972	157264
816	13989	157241
817	14005	157215
818	14022	157194
819	14038	157162
820	14055	157139
821	14071	157112
822	14087	157088
823	14103	157060
824	14120	157032
825	14135	156998
826	14151	156972
827	14168	156944
828	14184	156914
829	14200	156891
830	14216	156862
831	14233	156838
832	14249	156813
833	14266	156789
834	14282	156768
835	14303	156793
836	14322	156797
837	14339	156775
838	14355	156750
839	14372	156730
840	14388	156703
841	14404	156675
842	14421	156647
843	14437	156625
844	14453	156596
845	14470	156573
846	14486	156545
847	14502	156516
848	14518	156489
849	14534	156459
850	14550	156428
851	14566	156397
852	14581	156366
853	14597	156338
854	14614	156310
855	14630	156288
856	14646	156260
857	14663	156235
858	14679	156207
859	14695	156186
860	14712	156163
861	14728	156136
862	14744	156110
863	14761	156087
864	14777	156061
865	14793	156033
866	14809	156005
867	14825	155979
868	14842	155953
869	14858	155927
870	14874	155902
871	14890	155875
872	14907	155851
873	14923	155824
874	14939	155800
875	14956	155781
876	14972	155756
877	14989	155737
878	15007	155721
879	15023	155702
880	15040	155677
881	15056	155651
882	15072	155623
883	15088	155598
884	15104	155571
885	15121	155545
886	15137	155518
887	15152	155486
888	15168	155458
889	15185	155433
890	15201	155408
891	15217	155382
892	15233	155353
893	15249	155326
894	15265	155296
895	15282	155276
896	15298	155249
897	15314	155227
898	15331	155204
899	15347	155178
900	15364	155159
901	15380	155133
902	15396	155106
903	15412	155078
904	15429	155058
905	15445	155034
906	15461	155009
907	15477	154982
908	15494	154960
909	15510	154935
910	15526	154911
911	15543	154886
912	15559	154858
913	15577	154855
914	15595	154844
915	15612	154826
916	15629	154807
917	15645	154782
918	15661	154757
919	15678	154736
920	15694	154712
921	15711	154690
922	15727	154672
923	15744	154650
924	15760	154626
925	15777	154607
926	15794	154585
927	15810	154564
928	15827	154540
929	15844	154522
930	15860	154500
931	15877	154481
932	15893	154454
933	15909	154430
934	15926	154406
935	15942	154384
936	15959	154369
937	15976	154346
938	15992	154324
939	16009	154308
940	16026	154291
941	16044	154276
942	16060	154247
943	16076	154229
944	16093	154206
945	16110	154187
946	16127	154169
947	16143	154146
948	16160	154125
949	16176	154098
950	16192	154071
951	16209	154056
952	16226	154043
953	16244	154029
954	16261	154013
955	16278	153997
956	16295	153978
957	16311	153957
958	16328	153933
959	16344	153913
960	16361	153890
961	16378	153871
962	16394	153851
963	16411	153832
964	16427	153807
965	16444	153788
966	16460	153764
967	16476	153737
968	16493	153714
969	16508	153683
970	16525	153660
971	16541	153639
972	16558	153617
973	16574	153593
974	16590	153571
975	16606	153546
976	16623	153528
977	16640	153506
978	16657	153486
979	16673	153465
980	16690	153447
981	16706	153422
982	16722	153398
983	16739	153378
984	16756	153358
985	16772	153334
986	16789	153320
987	16806	153299
988	16823	153284
989	16840	153267
990	16858	153255
991	16875	153241
992	16892	153224
993	16908	153200
994	16925	153180
995	16942	153160
996	16959	153149
997	16977	153133
998	16994	153118
999	17011	153103
1000	17029	153092
1001	17046	153077
1002	17062	153053
1003	17079	153038
1004	17096	153020
1005	17114	153005
1006	17130	152984
1007	17146	152961
1008	17163	152941
1009	17180	152920
1010	17196	152900
1011	17213	152880
1012	17230	152863
1013	17248	152856
1014	17265	152840
1015	17283	152832
1016	17300	152816
1017	17317	152799
1018	17334	152781
1019	17351	152764
1020	17369	152752
1021	17387	152741
1022	17408	152760
1023	17429	152784
1024	17451	152805
1025	17470	152810
1026	17489	152807
1027	17509	152818
1028	17532	152853
1029	17555	152887
1030	17577	152909
1031	17597	152924
1032	17617	152929
1033	17637	152941
1034	17657	152944
1035	17677	152956
1036	17700	152984
1037	17720	152996
1038	17736	152970
1039	17752	152944
1040	17768	152917
1041	17784	152889
1042	17800	152869
1043	17816	152843
1044	17833	152822
1045	17849	152797
1046	17866	152778
1047	17882	152754
1048	17899	152730
1049	17914	152701
1050	17930	152677
1051	17947	152658
1052	17964	152634
1053	17980	152613
1054	17997	152592
1055	18013	152569
1056	18029	152545
1057	18046	152523
1058	18063	152504
1059	18079	152484
1060	18096	152464
1061	18113	152445
1062	18130	152428
1063	18147	152413
1064	18164	152392
1065	18181	152375
1066	18197	152352
1067	18214	152331
1068	18230	152306
1069	18246	152282
1070	18262	152255
1071	18279	152234
1072	18295	152209
1073	18311	152184
1074	18327	152162
1075	18344	152144
1076	18361	152124
1077	18377	152103
1078	18393	152074
1079	18409	152049
1080	18424	152017
1081	18441	151995
1082	18457	151970
1083	18473	151946
1084	18489	151920
1085	18505	151896
1086	18522	151874
1087	18538	151852
1088	18554	151826
1089	18570	151803
1090	18586	151778
1091	18602	151752
1092	18619	151731
1093	18635	151705
1094	18651	151685
1095	18668	151666
1096	18685	151643
1097	18701	151620
1098	18717	151595
1099	18733	151571
1100	18750	151551
1101	18765	151523
1102	18781	151497
1103	18797	151472
1104	18813	151446
1105	18829	151420
1106	18845	151397
1107	18862	151376
1108	18879	151358
1109	18896	151340
1110	18913	151325
1111	18931	151312
1112	18947	151294
1113	18964	151273
1114	18982	151264
1115	18998	151242
1116	19015	151219
1117	19031	151199
1118	19048	151179
1119	19065	151159
1120	19082	151142
1121	19099	151126
1122	19115	151103
1123	19132	151087
1124	19149	151071
1125	19167	151056
1126	19184	151038
1127	19201	151021
1128	19218	151005
1129	19235	150991
1130	19253	150977
1131	19270	150963
1132	19288	150951
1133	19305	150940
1134	19323	150926
1135	19340	150906
1136	19356	150888
1137	19374	150873
1138	19391	150855
1139	19408	150839
1140	19424	150819
1141	19441	150795
1142	19458	150779
1143	19474	150756
1144	19490	150735
1145	19507	150711
1146	19523	150687
1147	19539	150662
1148	19555	150640
1149	19572	150624
1150	19589	150603
1151	19605	150581
1152	19621	150559
1153	19637	150534
1154	19654	150515
1155	19671	150496
1156	19687	150473
1157	19704	150451
1158	19720	150427
1159	19736	150402
1160	19752	150378
1161	19768	150354
1162	19784	150331
1163	19800	150310
1164	19817	150288
1165	19833	150268
1166	19849	150244
1167	19866	150223
1168	19883	150204
1169	19900	150186
1170	19916	150167
1171	19933	150148
1172	19949	150124
1173	19966	150102
1174	19981	150075
1175	19998	150053
1176	20013	150026
1177	20029	150002
1178	20046	149980
1179	20062	149959
1180	20078	149932
1181	20094	149910
1182	20110	149888
1183	20127	149864
1184	20143	149843
1185	20159	149817
1186	20175	149795
1187	20190	149766
1188	20206	149742
1189	20223	149719
1190	20239	149695
1191	20255	149670
1192	20271	149647
1193	20288	149630
1194	20304	149606
1195	20321	149591
1196	20337	149570
1197	20355	149555
1198	20372	149536
1199	20389	149522
1200	20406	149505
1201	20423	149487
1202	20439	149468
1203	20457	149453
1204	20473	149433
1205	20490	149417
1206	20506	149392
1207	20522	149368
1208	20539	149349
1209	20555	149328
1210	20571	149304
1211	20587	149276
1212	20603	149255
1213	20621	149244
1214	20639	149229
1215	20655	149207
1216	20671	149186
1217	20687	149160
1218	20703	149138
1219	20720	149117
1220	20736	149096
1221	20752	149074
1222	20768	149048
1223	20784	149023
1224	20800	149001
1225	20816	148975
1226	20832	148953
1227	20849	148932
1228	20865	148911
1229	20882	148892
1230	20898	148871
1231	20915	148850
1232	20931	148831
1233	20947	148808
1234	20964	148785
1235	20980	148765
1236	20997	148747
1237	21014	148732
1238	21031	148715
1239	21049	148705
1240	21067	148692
1241	21084	148677
1242	21101	148660
1243	21117	148639
1244	21134	148623
1245	21151	148606
1246	21169	148592
1247	21186	148575
1248	21202	148555
1249	21218	148532
1250	21235	148512
1251	21251	148490
1252	21268	148469
1253	21284	148445
1254	21299	148420
1255	21315	148397
1256	21332	148376
1257	21348	148355
1258	21364	148332
1259	21381	148310
1260	21397	148290
1261	21414	148273
1262	21431	148254
1263	21447	148235
1264	21464	148217
1265	21481	148200
1266	21498	148183
1267	21515	148166
1268	21532	148151
1269	21550	148135
1270	21567	148121
1271	21584	148105
1272	21600	148081
1273	21617	148061
1274	21633	148041
1275	21650	148024
1276	21667	148006
1277	21683	147984
1278	21700	147968
1279	21717	147947
1280	21733	147929
1281	21750	147910
1282	21766	147889
1283	21783	147870
1284	21799	147846
1285	21815	147825
1286	21832	147805
1287	21848	147783
1288	21864	147760
1289	21880	147734
1290	21897	147716
1291	21913	147695
1292	21930	147675
1293	21945	147650
1294	21962	147632
1295	21979	147616
1296	21995	147594
1297	22012	147575
1298	22028	147552
1299	22045	147534
1300	22061	147514
1301	22078	147496
1302	22095	147479
1303	22111	147458
1304	22128	147440
1305	22145	147422
1306	22162	147407
1307	22179	147389
1308	22196	147371
1309	22213	147352
1310	22229	147334
1311	22247	147320
1312	22263	147300
1313	22282	147297
1314	22300	147284
1315	22317	147265
1316	22334	147251
1317	22351	147234
1318	22368	147218
1319	22385	147203
1320	22402	147182
1321	22419	147165
1322	22435	147144
1323	22452	147128
1324	22469	147110
1325	22485	147089
1326	22502	147068
1327	22518	147050
1328	22535	147030
1329	22552	147012
1330	22568	146993
1331	22585	146972
1332	22601	146954
1333	22618	146935
1334	22635	146919
1335	22652	146900
1336	22668	146881
1337	22685	146863
1338	22701	146841
1339	22718	146822
1340	22735	146805
1341	22752	146787
1342	22768	146767
1343	22785	146747
1344	22801	146727
1345	22818	146710
1346	22835	146693
1347	22852	146675
1348	22868	146654
1349	22884	146632
1350	22901	146610
1351	22917	146590
1352	22934	146574
1353	22951	146554
1354	22968	146537
1355	22985	146522
1356	23002	146506
1357	23019	146490
1358	23036	146473
1359	23053	146458
1360	23070	146443
1361	23087	146427
1362	23105	146410
1363	23121	146393
1364	23138	146376
1365	23155	146358
1366	23172	146338
1367	23189	146322
1368	23206	146305
1369	23223	146289
1370	23240	146275
1371	23257	146254
1372	23273	146237
1373	23291	146222
1374	23308	146206
1375	23325	146191
1376	23343	146178
1377	23360	146163
1378	23377	146148
1379	23394	146129
1380	23411	146113
1381	23428	146094
1382	23444	146074
1383	23461	146055
1384	23477	146037
1385	23493	146014
1386	23510	145995
1387	23527	145978
1388	23543	145958
1389	23560	145940
1390	23577	145924
1391	23594	145906
1392	23611	145889
1393	23640	145949
1394	23662	145963
1395	23681	145959
1396	23700	145955
1397	23720	145953
1398	23739	145950
1399	23759	145950
1400	23778	145944
1401	23796	145937
1402	23815	145929
1403	23833	145922
1404	23852	145916
1405	23872	145916
1406	23891	145910
1407	23909	145903
1408	23929	145902
1409	23948	145899
1410	23967	145893
1411	23985	145884
1412	24005	145882
1413	24023	145872
1414	24040	145855
1415	24057	145841
1416	24074	145823
1417	24091	145804
1418	24107	145783
1419	24124	145768
1420	24141	145749
1421	24158	145731
1422	24175	145713
1423	24192	145695
1424	24208	145677
1425	24225	145656
1426	24242	145643
1427	24259	145624
1428	24276	145607
1429	24293	145589
1430	24310	145573
1431	24327	145555
1432	24343	145536
1433	24360	145518
1434	24377	145499
1435	24393	145480
1436	24410	145460
1437	24426	145440
1438	24443	145419
1439	24459	145400
1440	24476	145380
1441	24492	145360
1442	24509	145342
1443	24526	145325
1444	24543	145307
1445	24559	145286
1446	24576	145270
1447	24593	145251
1448	24609	145230
1449	24626	145210
1450	24643	145191
1451	24659	145171
1452	24676	145153
1453	24693	145135
1454	24709	145117
1455	24725	145095
1456	24742	145075
1457	24758	145053
1458	24775	145034
1459	24791	145013
1460	24808	144994
1461	24824	144974
1462	24841	144955
1463	24857	144935
1464	24873	144912
1465	24890	144892
1466	24906	144872
1467	24923	144853
1468	24939	144831
1469	24955	144809
1470	24971	144786
1471	24987	144765
1472	25004	144745
1473	25020	144725
1474	25036	144703
1475	25053	144683
1476	25069	144662
1477	25085	144641
1478	25101	144618
1479	25117	144593
1480	25132	144569
1481	25149	144549
1482	25165	144526
1483	25182	144508
1484	25198	144488
1485	25215	144469
1486	25232	144452
1487	25248	144430
1488	25264	144407
1489	25280	144385
1490	25296	144367
1491	25313	144345
1492	25329	144324
1493	25345	144303
1494	25361	144280
1495	25378	144261
1496	25395	144246
1497	25411	144224
1498	25428	144210
1499	25445	144191
1500	25461	144170
1501	25478	144149
1502	25494	144127
1503	25510	144104
1504	25526	144083
1505	25541	144058
1506	25558	144038
1507	25574	144016
1508	25590	143997
1509	25606	143975
1510	25623	143953
1511	25640	143939
1512	25657	143922
1513	25676	143918
1514	25694	143904
1515	25710	143884
1516	25726	143864
1517	25743	143844
1518	25759	143822
1519	25775	143799
1520	25791	143778
1521	25807	143757
1522	25824	143736
1523	25840	143715
1524	25856	143693
1525	25872	143674
1526	25889	143654
1527	25905	143633
1528	25921	143610
1529	25937	143590
1530	25953	143567
1531	25970	143548
1532	25986	143526
1533	26002	143506
1534	26019	143486
1535	26035	143464
1536	26051	143443
1537	26067	143423
1538	26083	143401
1539	26099	143378
1540	26115	143357
1541	26131	143335
1542	26147	143313
1543	26163	143290
1544	26180	143271
1545	26196	143251
1546	26213	143231
1547	26229	143209
1548	26245	143188
1549	26261	143167
1550	26277	143147
1551	26294	143129
1552	26310	143108
1553	26327	143088
1554	26343	143068
1555	26359	143048
1556	26376	143028
1557	26392	143007
1558	26408	142986
1559	26424	142964
1560	26440	142942
1561	26456	142918
1562	26472	142896
1563	26488	142876
1564	26505	142858
1565	26522	142839
1566	26538	142821
1567	26555	142802
1568	26571	142780
1569	26587	142760
1570	26604	142742
1571	26620	142723
1572	26637	142706
1573	26654	142687
1574	26671	142669
1575	26687	142651
1576	26704	142632
1577	26721	142615
1578	26738	142597
1579	26754	142576
1580	26770	142557
1581	26787	142538
1582	26803	142517
1583	26820	142499
1584	26836	142479
1585	26853	142461
1586	26870	142444
1587	26886	142425
1588	26903	142406
1589	26919	142387
1590	26936	142368
1591	26952	142349
1592	26969	142332
1593	26986	142312
1594	27001	142289
1595	27018	142271
1596	27034	142251
1597	27050	142229
1598	27067	142211
1599	27084	142193
1600	27100	142173
1601	27117	142153
1602	27133	142134
1603	27150	142116
1604	27166	142095
1605	27183	142076
1606	27199	142058
1607	27215	142037
1608	27232	142019
1609	27249	141999
1610	27266	141983
1611	27282	141964
1612	27298	141943
1613	27317	141933
1614	27333	141916
1615	27350	141896
1616	27366	141876
1617	27383	141857
1618	27398	141834
1619	27415	141814
1620	27431	141792
1621	27447	141774
1622	27464	141754
1623	27480	141733
1624	27496	141714
1625	27513	141697
1626	27530	141679
1627	27547	141661
1628	27563	141642
1629	27580	141624
1630	27597	141607
1631	27614	141589
1632	27630	141570
1633	27646	141549
1634	27662	141528
1635	27679	141509
1636	27696	141492
1637	27712	141470
1638	27728	141450
1639	27744	141431
1640	27761	141412
1641	27777	141392
1642	27794	141376
1643	27811	141356
1644	27828	141341
1645	27846	141330
1646	27864	141320
1647	27883	141311
1648	27901	141298
1649	27919	141288
1650	27937	141278
1651	27956	141269
1652	27974	141261
1653	27992	141250
1654	28011	141240
1655	28029	141229
1656	28047	141220
1657	28066	141210
1658	28084	141200
1659	28102	141190
1660	28120	141179
1661	28139	141169
1662	28157	141160
1663	28175	141147
1664	28193	141137
1665	28211	141126
1666	28230	141120
1667	28249	141112
1668	28268	141104
